unemprate,Year,State,total.population,male,female,under_5yrs,X5to9_yrs,X10to14_yrs,X15to19_yrs,X60to64_yrs,X65to74_yrs,X75to84_yrs,X85andover,median_age,X18yrsandover,whitepop,blackorafricanam_pop,americanindian_alnat,asian,hispanic_latino,housing_units,ES_16above,ES_inlabor,ES_not_inlabor,ES_own_under6,ES_Gov,ES_Const,ES_Manuf,Male_household_nofamily,None_Family_household,Householder_living_alone,Household_people_under18,Population_in_household,Relationship_child,Never_Married,Divorced,Kindergarten,X12grade_nodiploma,Some_college_no_degree,Grade_professional_degree,Naturalised_US_citizen,Not_US_citizen
5.3,2015,Kentucky,4397353,2164208,2233145,276451,282564,286215,287643,268891,369111,188466,75398,38.5,3381288,3851591,347034,9063,55483,4397353,1944495,3493098,2080437,1412661,314649,286153,111400,264406,82083,571781,480564,543367,4268775,1235368,541129,211463,58661,270587,613300,272390,54613,96419
6.3,2015,Louisiana,4625253,2261156,2364097,309966,313513,307533,306642,268643,354872,186401,71396,36.1,3510657,2902538,1484363,27238,77818,4625253,1999855,3634163,2208869,1425294,358521,312840,161968,160133,88598,599687,507460,566369,4496904,1420482,674588,192396,63479,328239,650181,234270,75193,109643
4.4,2015,Maine,1329100,650081,679019,65406,73217,75100,83352,97011,132405,71370,30333,43.8,1066847,1262026,15037,7811,14590,1329100,726227,1098075,697913,400162,76258,91258,44905,60551,24446,205705,161447,146802,1293418,324584,166521,69601,14438,50525,189860,97786,25441,21122
5.1,2015,Maryland,5930538,2872643,3057895,367722,371815,377167,392996,348352,453074,231813,106264,38.2,4582258,3416107,1750916,15579,357616,5930538,2410256,4737405,3241222,1496183,427387,663194,198629,140892,105011,716097,585309,722372,5790058,1786427,859069,193890,78560,260143,785207,696531,414602,443202
4.8,2015,Massachusetts,6705586,3249650,3455936,365841,378301,400842,462576,401263,534719,296646,154053,39.3,5307957,5334859,478947,13189,400675,6705586,2827820,5479502,3700701,1778801,428524,424079,184928,313474,104560,928804,732066,774788,6456367,1908933,1040150,212213,79335,251050,745794,817953,539588,498539
5.4,2015,Michigan,9900571,4861973,5038598,575786,614020,649853,692063,627236,831394,449692,201779,39.5,7650918,7823875,1381388,53951,268766,9900571,4539838,7925988,4855005,3070983,669288,486371,212000,776736,175804,1343314,1115974,1157766,9673605,2923653,1405024,413996,126070,480212,1583736,696956,318192,304683
3.7,2015,Minnesota,5419171,2692166,2727005,349261,361918,355325,360399,318174,410949,231431,111149,37.7,4138469,4594367,299176,56561,240786,5419171,2373884,4281141,2996985,1284156,410714,336302,156525,382798,90762,748196,600804,662131,5284150,1549113,747196,192296,71568,161393,796046,406930,203480,215196
6.4,2015,Mississippi,2988081,1451723,1536358,197733,205605,209321,213121,172009,240051,127367,47415,36.5,2251908,1768174,1116457,12896,28900,2988081,1289704,2333154,1352993,980161,225858,222826,81415,159965,55222,347472,302021,376542,2893030,919579,411969,123515,46698,224018,442478,149770,24097,45050
5,2015,Missouri,6045448,2964003,3081445,376772,393287,391293,402622,363704,504067,279706,120828,38.2,4644769,4995527,697022,24951,106537,6045448,2729862,4803676,3053938,1749738,436814,357942,169570,319724,101958,834682,689714,728944,5870934,1715240,780240,266150,80080,318743,917017,413455,104072,133408
4.2,2015,Montana,1014699,510163,504536,60697,65404,60670,64896,70327,94479,48922,20880,39.7,790309,904977,4757,65693,7187,1014699,488845,814661,521330,293331,72117,87935,39449,21934,17734,153924,124862,112580,985861,264511,133046,48729,13596,35390,171179,65349,11133,9852
3,2015,Nebraska,1869365,929606,939759,130036,132588,127538,128728,107537,139373,84306,40383,36.2,1404408,1647551,88195,16319,38066,1869365,809811,1454157,1020419,433738,151457,136888,64837,105135,30098,259986,213141,233860,1817463,534437,238939,69129,26536,63610,290878,117678,44186,79165
6.7,2015,Nevada,2798636,1407735,1390901,178808,189658,182503,175750,161857,235919,108571,36216,37.2,2137056,1929661,235721,31393,214846,2798636,1192083,2210559,1424596,785963,209930,156398,76664,52723,62536,364755,285494,328062,2762178,826057,405554,146633,37673,164068,489887,147988,243490,293762
3.4,2015,New Hampshire,1324201,653484,670717,65592,74255,80046,91704,90318,116302,59435,26227,42.2,1052521,1241313,17439,2238,31364,1324201,618950,1087512,742874,344638,77658,94272,49173,89019,21982,172873,132805,152983,1283167,354638,174192,58044,14838,48063,176216,120698,40187,35560
5.8,2015,New Jersey,8904413,4343027,4561386,533644,552966,578193,583620,516880,697481,389184,192558,39.4,6881100,6083940,1202300,18335,804989,8904413,3577942,7120154,4702508,2417646,626663,592997,240260,361404,154212,977955,820987,1088508,8717691,2831897,1301355,238379,115236,368745,1029575,854655,1024074,905051
6.5,2015,New Mexico,2084117,1032414,1051703,137989,142552,141844,142996,128004,178442,92833,35203,37,1577427,1524911,43738,190528,28761,2084117,909565,1633310,973891,659419,161215,194085,59855,41183,43068,268572,223689,241978,2041091,644572,301422,93990,28712,120873,322648,157777,71352,132352
5.3,2015,New York,19673174,9541801,10131373,1176432,1150246,1179723,1293794,1145011,1537968,863826,418641,38.1,15421400,12704637,3070392,74793,1570223,19673174,8171725,15921937,10107278,5814659,1354770,1443651,514033,600408,360634,2636319,2155282,2243159,19093919,5897444,3171691,560762,238409,1035726,2176309,1992047,2375214,2047527
5.7,2015,North Carolina,9845333,4795408,5049925,611170,642541,649745,655024,574339,821205,419812,160175,38,7561498,6839831,2115338,116143,244076,9845333,4417210,7812594,4909108,2903486,712777,652433,293361,545160,167799,1277588,1059062,1206368,9591652,2843901,1299704,357392,131955,578830,1435877,653178,257970,500051
2.8,2015,North Dakota,721640,367963,353677,48864,47057,41667,48032,41848,52108,33175,17357,35.4,558628,640208,11872,38286,8979,721640,341062,575611,404820,170791,56173,63572,29128,26531,12601,117774,92487,85496,695250,182371,107774,26669,9960,20552,109591,35588,8796,14031
4.9,2015,Ohio,11575977,5662893,5913084,695996,735218,756684,785644,725453,961560,538589,247132,39.2,8919958,9538328,1412045,21646,216170,11575977,5140902,9229397,5852224,3377173,810462,673074,275483,831030,205848,1647486,1375707,1386454,11265263,3322024,1566702,500253,146428,608526,1615405,761265,239543,237034
4.4,2015,Oklahoma,3849733,1906944,1942789,265720,267252,261649,258927,218162,311567,170028,65603,36.2,2901825,2813794,278571,279276,74570,3849733,1689427,3003180,1854061,1149119,304891,291572,121377,169899,73378,489312,409587,479287,3739677,1113010,468525,183853,58012,217069,599686,200841,73902,147999
5.6,2015,Oregon,3939233,1948453,1990780,231402,241969,239596,246101,265114,352241,172490,82146,39.1,3078882,3352941,72837,46258,156695,3939233,1695183,3177669,1976314,1201355,267599,252362,99157,204094,68744,561639,427884,450529,3852161,1046449,532072,184086,48298,169072,714607,312423,156212,232480
5.3,2015,Pennsylvania,12779559,6245344,6534215,717661,748764,768385,857111,810519,1105125,657717,321544,40.5,10057325,10430142,1403143,23641,392595,12779559,5585611,10384811,6521759,3863052,836208,649568,341409,729883,218161,1755985,1463296,1429249,12349526,3620731,1854381,434705,145089,640130,1435688,986815,415491,385028
6,2015,Rhode Island,1053661,510388,543273,55230,58340,62107,75576,64101,85493,48474,28322,39.7,838642,854859,68243,5106,34213,1053661,462900,865174,569623,295551,65061,65674,26853,56613,19401,153062,124074,120068,1012127,292002,164053,39485,10947,56202,133029,92312,72424,68158
6,2015,South Carolina,4777576,2322409,2455167,292581,307266,301115,316263,302158,440550,208909,77320,38.6,3695743,3210708,1315058,14966,66982,4777576,2174319,3816548,2323906,1492642,335913,327643,132467,286743,82715,602449,507973,564805,4640086,1368263,645694,180869,73993,304635,674208,299191,86989,141419
3.1,2015,South Dakota,843190,423477,419713,59992,59379,54852,57404,51163,65475,39958,20180,36.8,635524,716691,13133,72619,10152,843190,372328,657804,453990,203814,69049,66678,29258,42605,14911,117864,97539,100649,809185,230073,112599,34542,11865,28473,120767,44073,8951,16479
5.6,2015,Tennessee,6499615,3167756,3331859,400804,414859,423411,422111,393761,559199,284658,106468,38.4,5006729,5059894,1091070,17802,102027,6499615,2854542,5174955,3172519,2002436,462246,405090,179866,377952,113241,839111,704908,787528,6345572,1856600,813236,293727,80011,389310,918673,395764,113899,201093
4.4,2015,Texas,26538614,13171316,13367298,1951305,2001014,1957971,1908468,1327537,1737257,890652,340323,34.1,19479604,19874610,3152917,126493,1124011,26538614,10305607,20241168,13101788,7139380,2265969,1674061,947689,1105985,466258,2785092,2287358,3460310,25945456,8629837,3569322,958336,419345,1503584,3774658,1568834,1523217,2875863
3.6,2015,Utah,2903379,1459229,1444150,255244,256204,248440,224669,124831,162886,86855,33054,30.1,2005861,2544735,31909,31824,64102,2903379,1011099,2096916,1423700,673216,301674,204136,86508,146542,38394,226285,176971,384361,2856956,1063138,347266,87576,51361,96841,457927,173577,89541,153260
3.6,2015,Vermont,626604,308573,318031,30395,33411,35991,45025,44850,58953,30123,13197,42.4,503333,594443,6949,2018,8774,626604,325174,519139,346162,172977,35834,47656,24203,35282,10292,97710,74021,69621,601162,151516,88138,28862,6504,23248,76003,62313,15202,11454
4.5,2015,Virginia,8256630,4060948,4195682,512278,521304,517763,547283,479110,645504,320443,135714,37.6,6391962,5695147,1589345,22570,492973,8256630,3423291,6598956,4376786,2222170,596284,816133,254569,289554,130767,1008367,815144,1004376,8013933,2371466,1136647,282845,106849,383502,1109861,854860,475897,490704
5.6,2015,Washington,6985464,3487725,3497739,445803,442202,441411,442662,425793,555399,268942,123975,37.4,5388888,5434177,253224,93266,535501,6985464,2942127,5568640,3586261,1982379,514350,527879,198176,340891,119379,946724,735202,832331,6844490,1963414,963806,296012,90152,262011,1159463,565477,437623,499948
6.7,2015,West Virginia,1851420,913631,937789,102759,105197,107958,113505,132773,182542,98105,38659,41.8,1469047,1732235,61367,2953,13485,1851420,883984,1512183,815405,696778,117864,142886,46934,60727,33962,261087,222024,203741,1802504,491127,233630,94187,20583,127304,239978,96296,13887,14478
4.5,2015,Wisconsin,5742117,2851385,2890732,344395,366040,372498,387817,354899,461073,263030,124094,39,4432794,4967124,360792,50449,143732,5742117,2641627,4583931,3079657,1504274,404537,357379,153703,532873,102265,829817,666869,679743,5593313,1605234,796193,228049,86715,226458,817990,363838,120022,153367
4.3,2015,Wyoming,579679,295561,284118,38645,38717,38488,36935,37340,45719,23089,9192,36.8,441946,527763,6142,12658,5319,579679,266630,456640,311371,145269,44931,61890,22364,11694,10771,79636,63516,68939,565538,158113,72677,28782,7739,21873,103479,33013,7543,13062
5.8,2016,Alabama,4841164,2346193,2494971,292771,305707,313980,324809,297361,434510,225663,82221,38.6,3735975,3325037,1282053,23919,60744,4841164,2209335,3864302,2238654,1625648,334610,326315,130941,286717,78462,618181,539898,572325,4722823,1424459,621892,214955,61563,334018,714201,290694,58841,106663
6.9,2016,Alaska,736855,385296,351559,54432,52309,50793,49133,42093,46577,16759,5969,33.6,549239,483518,24443,103574,44218,736855,309171,568732,400475,168257,62920,89119,25926,12882,14542,83606,64301,88062,709094,230546,118457,31748,10194,23183,129498,48974,31138,24109
5.4,2016,Arizona,6728577,3344106,3384471,434939,457144,454665,458070,388602,620856,326244,123051,37.1,5108959,5235158,287110,296732,205229,6728577,2913541,5290839,3146717,2144122,500955,412226,191422,206492,132729,846731,669679,770683,6575815,1981182,974198,288032,89375,340409,1130402,463744,365345,536203
4,2016,Arkansas,2968472,1456694,1511778,190884,201293,195820,201365,176200,269411,140847,54729,37.7,2261238,2307136,460638,18697,41539,2968472,1341391,2339307,1364187,975120,217683,203687,83081,171816,50873,383751,325225,361066,2885309,839843,356622,140736,41150,185931,446027,150889,44575,94459
5.5,2016,California,38654206,19200970,19453236,2499561,2538872,2536895,2633446,2083531,2822406,1475866,678710,36,29513923,23680584,2261835,285512,5354608,38654206,13911737,30565746,19391320,11174426,2894630,2390893,1055791,1697080,764980,4007368,3070034,4567578,37838221,12116940,6164931,1220174,521601,2048327,5548479,3040444,5139275,5298355
3.3,2016,Colorado,5359295,2689636,2669659,335492,355338,351831,345616,314977,409242,190638,78160,36.4,4113114,4517058,219349,50160,157523,5359295,2284863,4245559,2897359,1348200,392734,366251,206654,185728,94042,732643,563422,655109,5242152,1499213,753390,226428,71122,190166,795294,514777,206682,317762
5.1,2016,Connecticut,3588570,1750270,1838300,188812,210557,228543,252522,223274,303959,163137,87927,40.6,2814918,2768080,372696,9399,152782,3588570,1493798,2911925,1957060,954865,222908,234758,101497,190713,60024,460300,378927,419031,3471703,1063397,534996,127100,42006,139653,427232,413949,248580,254629
4.5,2016,Delaware,934695,452416,482279,55611,56566,57408,60446,58295,90854,44977,18002,39.6,730503,647002,203027,3494,34428,934695,417927,753039,474821,278218,64226,63012,27133,37747,16202,115482,93361,104346,909543,267103,132120,36129,11804,47632,124796,79551,38571,43979
6.1,2016,District of Columbia,659009,312629,346380,41955,32422,24759,38024,32838,42680,21896,10590,33.8,544324,266035,318598,2174,24036,659009,306711,554780,385056,169724,46751,85708,9863,4480,10065,155445,119983,60836,619042,145186,150250,20903,7433,27898,62308,148064,38531,53982
4.8,2016,Florida,19934451,9741262,10193189,1094213,1116799,1145558,1185544,1242147,2084139,1198775,514711,41.6,15868175,15130748,3216994,52904,521272,19934451,9152815,16339299,9613594,6725705,1261710,1067720,598521,451950,348506,2633407,2140641,2046455,19502015,5596498,2797521,916668,229205,1071545,2897250,1415499,2134726,1832945
5.4,2016,Georgia,10099320,4922471,5176849,660941,702690,711030,710527,549248,765556,354591,126148,36.2,7604145,6039389,3148134,28950,373983,10099320,4156518,7882965,4957087,2925878,766730,673366,285883,480335,170963,1167949,970912,1258172,9838303,3138735,1415322,377266,144087,588094,1383193,729390,402905,591724
3,2016,Hawaii,1413673,709870,703803,91645,84839,83667,79892,88748,126472,63545,37597,38.5,1105457,353643,25871,2715,537363,1413673,530289,1137804,742161,395643,104447,135397,48305,19864,24944,137309,107391,148855,1369696,391737,215658,48288,17210,46528,211228,103489,143830,109721
3.8,2016,Idaho,1635483,819845,815638,114063,122595,123175,116334,97938,139140,67595,26611,35.7,1204163,1493155,10433,21454,21630,1635483,686013,1251275,783014,468261,134724,111048,51380,71648,26344,187826,152329,198148,1605557,506673,190880,69416,23643,65420,280534,87585,36450,61286
5.8,2016,Illinois,12851684,6310460,6541224,790205,829477,850325,865659,749793,1000237,535327,248533,37.4,9861055,9270907,1837612,29399,655799,12851684,5310327,10206768,6697000,3509768,922788,746121,317245,763429,220351,1679527,1394412,1527144,12551035,3929776,1916091,428550,164970,553851,1815860,1090609,868052,923516
4.4,2016,Indiana,6589578,3245322,3344256,420024,443005,446516,459078,392119,535846,280246,124231,37.4,5007586,5534759,608226,15799,130232,6589578,2830669,5185793,3316952,1868841,486069,332135,178680,579772,118218,858930,708172,803238,6400632,1942796,866562,297948,85517,348137,903839,386076,120604,203764
3.6,2016,Iowa,3106589,1542988,1563601,196868,204844,203643,215024,194062,259860,153198,77723,38,2379075,2823890,103052,9951,66570,3106589,1362619,2459591,1664170,795421,230968,212987,98744,241775,52194,443977,359395,375056,3006496,848510,399743,125115,43057,104145,441134,179782,56676,94491
4,2016,Kansas,2898292,1441912,1456380,198915,202836,200652,201440,168973,226565,127315,61647,36.2,2176945,2468923,167706,23871,77605,2898292,1248955,2255916,1505247,750669,232622,221791,88942,178621,49233,385977,321972,360351,2819203,848429,365041,119130,41435,110888,449787,213410,73866,126903
5.1,2016,Kentucky,4411989,2172745,2239244,274525,281090,286886,288980,271771,384692,192551,75757,38.6,3397799,3859516,350242,9052,57084,4411989,1951090,3511065,2085433,1425632,310939,280611,113338,274015,82911,581566,486098,541835,4281075,1227278,550742,211547,57096,265469,618001,277011,57074,97069
6.1,2016,Louisiana,4645670,2271684,2373986,309257,312804,307531,306102,273307,371899,188842,72984,36.2,3531648,2909290,1494201,26403,78719,4645670,2011700,3654913,2209139,1445774,357590,306363,162181,159899,89389,608557,513429,560859,4517117,1427579,687616,194081,62450,325031,653009,242071,77620,109960
3.8,2016,Maine,1329923,651344,678579,65146,72808,73566,82208,97195,139478,71641,31132,44,1070422,1260476,16303,8013,14643,1329923,727127,1101688,696028,405660,76082,90274,44921,60195,24705,205478,161501,144124,1294118,325500,168752,70724,14400,49768,188695,100134,26111,21540
4.5,2016,Maryland,5959902,2886734,3073168,367551,374401,374976,389754,355074,475899,236615,107536,38.3,4612092,3408240,1765926,15946,362259,5959902,2421909,4764901,3249911,1514990,426998,660843,200216,138256,106574,721530,588355,718720,5819571,1789771,868214,194136,77947,254215,784968,717979,431575,442757
3.9,2016,Massachusetts,6742143,3269371,3472772,363610,374138,401226,461145,411465,562591,299231,154857,39.4,5351591,5343665,489233,13931,411736,6742143,2836658,5522235,3725838,1796397,425278,425646,189560,314483,107366,931695,732852,769285,6491551,1911868,1059364,214647,78297,245598,743934,844686,554227,507234
5,2016,Michigan,9909600,4869885,5039715,573965,607459,641499,682572,638458,870644,452367,204687,39.5,7681837,7817827,1376446,52891,276769,9909600,4544920,7953581,4866369,3087212,664915,480977,220637,802506,178403,1362201,1125233,1148808,9680412,2892811,1419563,416397,123329,467257,1587525,714101,324859,307623
3.9,2016,Minnesota,5450868,2710157,2740711,348800,362804,356907,357492,326799,431660,233134,114611,37.8,4168770,4597525,310853,56904,246819,5450868,2382855,4311636,3012522,1299114,409990,335689,162856,388089,91097,754550,604515,661149,5316464,1555363,755114,195430,71879,158201,795793,419643,210633,216058
5.8,2016,Mississippi,2989192,1450269,1538923,192390,207898,208103,213226,174695,249257,128677,48698,36.7,2256957,1764038,1121327,13072,28562,2989192,1295242,2338750,1351797,986953,220667,221848,80313,162983,54926,351945,305565,372704,2894844,917392,413844,124005,46835,218979,443815,154276,24898,42432
4.6,2016,Missouri,6059651,2973317,3086334,374010,389938,392407,400528,369584,524097,284040,121797,38.3,4664527,5000875,701896,25641,107953,6059651,2738774,4823223,3055025,1768198,430783,350706,171678,326225,103780,842999,694617,722866,5884807,1709748,790878,266142,79077,308790,917451,423802,106455,129624
4.1,2016,Montana,1023391,514191,509200,60995,65025,61764,64530,72557,99684,50018,21166,39.8,798371,911907,4260,67222,7481,1023391,491439,822530,523599,298931,71610,87784,40566,22275,17942,155916,126003,113385,994541,264416,134217,49007,13644,35312,171382,68127,11324,9588
3.1,2016,Nebraska,1881259,935935,945324,130580,132938,128929,128681,110361,146131,84473,40894,36.2,1413658,1655708,88388,15739,39794,1881259,815006,1463872,1024737,439135,152456,136978,66226,105866,30353,262898,215549,234889,1829382,538703,242555,69048,26471,63236,288253,121495,44584,81949
5.7,2016,Nevada,2839172,1426322,1412850,180440,188922,184398,175865,164568,249640,113808,37407,37.5,2174540,1933057,243552,31927,222612,2839172,1200517,2248477,1443621,804856,209643,156668,79820,54565,63129,372009,291234,326601,2801783,837248,416530,149223,37383,163036,499865,151982,255664,292032
2.9,2016,New Hampshire,1327503,656507,670996,64676,74086,77373,90122,91245,123021,60143,27221,42.4,1060524,1243594,17483,2085,32094,1327503,620729,1094783,746203,348580,76503,93187,49180,90220,22393,174897,133879,150857,1285615,351076,177948,58984,14685,47217,176695,124615,40973,36090
5,2016,New Jersey,8915456,4350531,4564925,528509,550627,574364,579261,525160,726212,390880,195199,39.5,6905643,6075710,1207221,18470,819208,8915456,3586442,7143654,4699613,2444041,619250,587125,246350,359514,154903,981891,822552,1080578,8728101,2831117,1314169,238292,113860,360515,1027215,878062,1047097,896241
6.6,2016,New Mexico,2082669,1031440,1051229,133769,142699,141144,141518,130164,186755,95267,36264,37.2,1580919,1530636,41957,193295,29168,2082669,912445,1637594,966377,671217,156463,193969,60231,39147,41945,272396,227228,238807,2039545,641451,305968,94032,28943,118383,322880,159991,72923,128420
4.9,2016,New York,19697457,9555130,10142327,1170723,1149222,1171027,1274564,1165552,1600042,866782,426977,38.2,15471048,12667413,3073278,75751,1599216,19697457,8191568,15964950,10123078,5841872,1346255,1437157,520223,592969,362763,2654205,2164114,2214042,19118822,5885234,3188412,562395,237302,1018769,2177984,2037243,2421850,2020397
5.1,2016,North Carolina,9940828,4834592,5106236,605960,644338,651637,658761,587721,864218,430970,164142,38.3,7653002,6882915,2137131,117479,254550,9940828,4453767,7907915,4948265,2959650,705222,652056,298071,552844,169547,1300054,1076918,1208986,9686388,2857741,1312160,364699,130128,569525,1455858,684878,271942,495714
3.1,2016,North Dakota,736162,376979,359183,51419,48058,42617,48452,42634,54162,33124,17459,35.2,568445,649730,14761,38369,9296,736162,350134,585370,412931,172439,59186,63431,29721,26976,12978,121697,95437,86423,709708,187191,110436,27573,10189,21188,110039,36664,9673,14691
5,2016,Ohio,11586941,5673893,5913048,695764,727074,751917,778347,734487,1004672,540558,251107,39.3,8947081,9519506,1421943,21459,224520,11586941,5146944,9255859,5857720,3398139,804928,665716,277035,841515,211683,1661296,1383258,1382386,11275553,3303860,1586456,502960,143674,592185,1616966,781880,245794,238914
4.8,2016,Oklahoma,3875589,1919995,1955594,265818,268663,263520,258762,220761,322630,173078,66177,36.2,2923264,2823497,281295,286231,77541,3875589,1699462,3025259,1861235,1164024,303691,292206,123310,170162,74731,493717,411696,478525,3765615,1120807,478569,184238,56800,214200,601712,206297,75889,149627
4.8,2016,Oregon,3982267,1971512,2010755,232001,242455,239626,245719,269282,374410,175646,84518,39.1,3120872,3387825,74012,45233,160155,3982267,1706290,3219754,1995937,1223817,268468,253471,103772,208442,68238,566135,429212,451918,3894155,1056079,543654,185883,48535,169993,721059,327396,161938,228675
5.4,2016,Pennsylvania,12783977,6255042,6528935,714598,744333,763742,844276,824255,1152343,656631,324273,40.6,10079709,10402743,1410563,24947,401979,12783977,5592175,10402780,6516915,3885865,831465,638880,343108,727257,219525,1766352,1467333,1416713,12354826,3603537,1869723,440556,143093,620993,1432781,1017910,425056,393307
5.2,2016,Rhode Island,1054491,511297,543194,54767,56610,62248,74637,65516,89611,48107,28799,39.9,842085,854026,68886,5130,34598,1054491,462657,868361,567285,301076,64278,64419,27707,57182,19280,153776,124875,119100,1012343,292122,164990,41027,10927,52868,132648,94932,74736,67927
5,2016,South Carolina,4834605,2348338,2486267,291499,308092,303601,315543,306976,466367,214465,80848,38.8,3748826,3252252,1322368,15417,68553,4834605,2192041,3871553,2354372,1517181,333941,330192,134999,293796,84067,618250,520544,562826,4697622,1377241,657740,186135,72787,302825,686140,313089,90821,139895
3,2016,South Dakota,851058,428134,422924,60094,60272,56089,57294,52553,68865,40129,20215,36.8,641443,721410,14078,74187,11351,851058,375866,663635,455936,207699,69513,65727,30720,43188,14665,119871,99355,100808,817052,233877,114722,34407,12116,28742,121641,45023,9858,17337
4.7,2016,Tennessee,6548009,3191977,3356032,402160,416244,422117,420756,399018,584549,292526,107374,38.5,5053084,5096733,1100577,18757,105368,6548009,2873478,5222438,3193436,2029002,462419,407173,184849,382205,114648,847451,708388,787970,6394154,1864261,827030,294773,80941,382885,931093,409635,116699,198620
4.6,2016,Texas,26956435,13379165,13577270,1970686,2012405,1984186,1926342,1358592,1828562,915785,352220,34.2,19823959,20174403,3221133,128145,1175423,26956435,10441643,20599223,13312277,7286946,2284549,1664327,991020,1105928,475487,2839505,2328732,3493763,26355323,8762395,3659177,961521,414700,1496184,3821713,1642209,1589804,2904541
3.4,2016,Utah,2948427,1483055,1465372,253964,259551,250857,228269,129050,172376,89384,33582,30.3,2043231,2572595,32512,31686,66039,2948427,1024047,2136930,1451339,685591,300336,202474,89593,148823,39020,228159,176856,387719,2902703,1077590,355678,88538,51913,94763,461790,181834,90378,154406
3.2,2016,Vermont,626249,308711,317538,30359,33409,34881,44470,45577,62328,30145,13720,42.6,504558,592965,7404,1984,9212,626249,326812,520197,344730,175467,35641,46098,24269,35666,10353,98855,75140,68757,600847,150093,88955,29129,6591,23287,75531,63402,15218,12337
4.1,2016,Virginia,8310301,4086283,4224018,510257,523372,518662,546799,486693,677364,329960,137493,37.8,6444745,5712958,1596352,21948,502878,8310301,3445357,6653111,4403124,2249987,592079,815796,262326,291635,132531,1022235,826880,1005266,8068036,2379506,1145692,287665,106524,377441,1117077,882156,492475,494020
5.3,2016,Washington,7073146,3529431,3543715,447143,448647,441255,441557,435049,590229,276831,125782,37.6,5468551,5470566,256990,94026,552032,7073146,2966814,5647697,3623304,2024393,516781,533965,203901,350233,120123,958393,741491,832822,6931677,1981093,981840,296687,89591,263469,1168713,590042,448143,509042
6.1,2016,West Virginia,1846092,912270,933822,101908,105109,106914,111633,132319,190104,98631,39389,41.9,1466244,1725411,63305,3281,13990,1846092,884728,1509212,812480,696732,116228,142031,46550,60035,34109,260564,220872,203376,1797297,486917,234396,94675,20496,126101,240404,99872,14669,14239
4,2016,Wisconsin,5754798,2859055,2895743,340319,365329,370673,384551,362314,484655,264148,126417,39.1,4453300,4961193,361730,51459,148077,5754798,2649597,4603725,3082186,1521539,399931,356573,155081,536806,103841,838932,671956,675752,5606463,1599168,806243,229985,86034,220136,816540,374583,121771,155467
5.3,2016,Wyoming,583029,297691,285338,37967,40250,38635,36900,39278,47851,23227,9629,36.8,444185,531851,6435,13033,5385,583029,267987,459198,311104,148094,44307,60759,22301,11406,11235,79024,63765,69577,568798,159975,72809,29569,7755,22081,102613,33921,8029,12683
4.4,2017,Alabama,4850771,2350806,2499965,292163,303938,313308,324606,303593,448837,230226,82969,38.7,3748089,3317702,1287167,25098,62815,4850771,2231126,3876136,2233209,1642927,331857,320782,131822,291616,79578,622832,543128,570218,4731852,1421417,628329,213037,60996,326654,712204,299648,61709,106217
6.9,2017,Alaska,738565,386319,352246,54267,51824,50321,48153,42707,50640,17779,5921,33.9,552319,481971,23702,104995,45604,738565,313937,571453,400622,170831,62314,89299,26091,12799,14809,84271,64344,88703,710743,227117,116830,31990,10363,23521,129941,49513,31836,24207
4.9,2017,Arizona,6809946,3385055,3424891,434757,454885,458293,462339,396326,644932,336809,124621,37.2,5187520,5277661,292831,300182,213417,6809946,2941894,5371341,3197116,2174225,498102,412271,200988,208464,134890,859696,679053,774208,6656124,1991781,991678,291176,87679,342451,1143553,482222,375102,536708
3.7,2017,Arkansas,2977944,1461651,1516293,190144,199627,196449,200553,179385,277145,143772,55250,37.9,2272226,2302141,459969,19476,42368,2977944,1353745,2351061,1366102,984959,216927,198859,83322,171238,51715,386991,326852,362985,2894098,836468,358706,142077,40620,182659,448518,156751,44682,96397
4.8,2017,California,38982847,19366579,19616268,2493545,2526231,2543419,2609110,2143851,2946809,1509528,692111,36.1,29868127,23607242,2263222,292018,5503672,38982847,13996299,30910058,19612777,11297281,2880638,2431062,1095245,1711597,764466,4025605,3075683,4540623,38168482,12174019,6251626,1216173,523699,2033160,5586071,3161747,5267884,5250604
2.8,2017,Colorado,5436519,2731315,2705204,334250,353481,357253,348183,323800,432280,194990,80126,36.5,4185186,4576201,221155,51406,164771,5436519,2319737,4320213,2946354,1373859,390818,371117,218515,189456,96026,743795,567348,657781,5318396,1507751,771395,228316,70600,191957,798224,536679,213384,320192
4.7,2017,Connecticut,3594478,1754046,1840432,186188,206536,225831,249777,229788,318515,167133,90109,40.8,2831746,2757064,376240,9385,156450,3594478,1507711,2928091,1954364,973727,218312,234604,104122,191519,59512,466088,383275,411982,3478451,1055817,537848,126522,39570,137877,422535,421144,257505,254388
6.1,2017,District of Columbia,672391,319046,353345,43607,33366,25534,37168,33257,45582,23058,11129,33.9,554333,273471,321062,1757,25558,672391,308161,564615,392421,172194,48122,87931,9453,4579,10092,156574,121126,59794,632449,148319,151917,21248,7629,27608,62203,156593,39159,55262
4.5,2017,Delaware,943732,456876,486856,55282,56310,57714,60135,60167,95605,46641,18319,39.8,739679,652170,206290,3482,36553,943732,423489,762704,474774,287930,63577,62670,28166,36940,15873,116852,94661,103355,918625,269467,133843,35978,11998,46228,125964,84291,40389,45639
